city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Memphis,TN,Circle,2008-11-21,17:00:00,Friday,21,11
Dyersburg,TN,Cigar,2008-11-21,13:49:00,Friday,21,11
Savannah,GA,Formation,2008-11-21,01:20:00,Friday,21,11
Kingman (near; in Mohave Desert ),AZ,Other,2008-11-21,01:00:00,Friday,21,11
San Luis Obispo,CA,Light,2008-11-21,00:00:00,Friday,21,11
Batesville,AR,Fireball,2008-11-20,23:45:00,Thursday,20,11
Norco,CA,Formation,2008-11-20,23:00:00,Thursday,20,11
Lincoln,DE,Circle,2008-11-20,23:00:00,Thursday,20,11
Ft. Gordon,GA,Fireball,2008-11-20,22:45:00,Thursday,20,11
Savannah,GA,Fireball,2008-11-20,22:05:00,Thursday,20,11
Folsom,CA,Circle,2008-11-20,19:40:00,Thursday,20,11
Lawrence,KS,Light,2008-11-20,19:40:00,Thursday,20,11
Antelope,CA,Rectangle,2008-11-20,19:30:00,Thursday,20,11
Citrus Heights,CA,Sphere,2008-11-20,19:30:00,Thursday,20,11
Spalding,NE,Formation,2008-11-20,19:04:00,Thursday,20,11
Roseville,CA,Circle,2008-11-20,19:00:00,Thursday,20,11
Ranger,TX,Light,2008-11-20,18:32:00,Thursday,20,11
Amarillo,TX,Other,2008-11-20,18:00:00,Thursday,20,11
El Dorado,AR,Circle,2008-11-20,17:00:00,Thursday,20,11
Phoenix,AZ,Light,2008-11-20,10:15:00,Thursday,20,11
National City/San Diego,CA,Light,2008-11-20,06:00:00,Thursday,20,11
Dallas,TX,Oval,2008-11-20,06:00:00,Thursday,20,11
Portsmouth,VA,Light,2008-11-20,06:00:00,Thursday,20,11
Napoleonville,LA,Flash,2008-11-20,05:30:00,Thursday,20,11
Fort Greely,AK,Triangle,2008-11-20,01:00:00,Thursday,20,11
New York City,NY,Disk,2008-11-20,00:00:00,Thursday,20,11
Granite Bay,CA,Rectangle,2008-11-20,00:00:00,Thursday,20,11
Laguna Hills,CA,Triangle,2008-11-19,23:54:00,Wednesday,19,11
Orange,CA,Triangle,2008-11-19,23:30:00,Wednesday,19,11
Seattle,WA,Light,2008-11-19,22:15:00,Wednesday,19,11
Tuscaloosa,AL,Cigar,2008-11-19,22:10:00,Wednesday,19,11
Scottsdale,AZ,Formation,2008-11-19,21:40:00,Wednesday,19,11
Horsham,PA,Light,2008-11-19,20:50:00,Wednesday,19,11
Howell,NJ,Other,2008-11-19,19:50:00,Wednesday,19,11
Bayside,NY,Rectangle,2008-11-19,18:30:00,Wednesday,19,11
Cleburne,TX,Light,2008-11-19,18:15:00,Wednesday,19,11
Manteca,CA,Triangle,2008-11-19,18:00:00,Wednesday,19,11
Mountgomery County,PA,Light,2008-11-19,17:05:00,Wednesday,19,11
Henrietta,NY,Light,2008-11-19,16:00:00,Wednesday,19,11
New Hope,PA,Cigar,2008-11-19,05:20:00,Wednesday,19,11
Chula Vista,CA,Light,2008-11-19,00:40:00,Wednesday,19,11
Spring,TX,Other,2008-11-18,23:16:00,Tuesday,18,11
Scottsdale,AZ,Formation,2008-11-18,21:42:00,Tuesday,18,11
Pittsburgh,PA,Fireball,2008-11-18,21:00:00,Tuesday,18,11
Coward,SC,Light,2008-11-18,19:50:00,Tuesday,18,11
University Place,WA,Triangle,2008-11-18,19:02:00,Tuesday,18,11
Kingsford,MI,Circle,2008-11-18,19:00:00,Tuesday,18,11
West Columbia,SC,Light,2008-11-18,19:00:00,Tuesday,18,11
Wilmington,NC,Circle,2008-11-18,18:30:00,Tuesday,18,11
Beverly Hills,CA,Sphere,2008-11-18,18:10:00,Tuesday,18,11
Conneaut,OH,Disk,2008-11-18,18:00:00,Tuesday,18,11
Southampton,PA,Triangle,2008-11-18,18:00:00,Tuesday,18,11
Chiloquin,OR,Oval,2008-11-18,17:35:00,Tuesday,18,11
Lancaster,CA,Circle,2008-11-18,16:50:00,Tuesday,18,11
Playa Del Rey,CA,Circle,2008-11-18,08:30:00,Tuesday,18,11
Prattville,AL,Disk,2008-11-18,07:40:00,Tuesday,18,11
Tyler,TX,Sphere,2008-11-18,06:30:00,Tuesday,18,11
Oshkosh,WI,Formation,2008-11-17,20:59:00,Monday,17,11
Oshkosh area,WI,Formation,2008-11-17,20:38:00,Monday,17,11
Yorktown,VA,Circle,2008-11-17,20:33:00,Monday,17,11
Yorktown,VA,Circle,2008-11-17,20:23:00,Monday,17,11
Franklinton,NC,Light,2008-11-17,19:00:00,Monday,17,11
Georgetown,TX,Triangle,2008-11-17,18:47:00,Monday,17,11
Austin,TX,Disk,2008-11-17,18:45:00,Monday,17,11
Morongo Valley,CA,Light,2008-11-17,18:42:00,Monday,17,11
Hollywood,FL,Sphere,2008-11-17,18:40:00,Monday,17,11
Hermosa Beach,CA,Triangle,2008-11-17,18:20:00,Monday,17,11
Stony Brook,NY,Sphere,2008-11-17,18:00:00,Monday,17,11
Stony Brook,NY,Flash,2008-11-17,17:30:00,Monday,17,11
Castle Rock,CO,Circle,2008-11-17,16:45:00,Monday,17,11
Stuart,FL,Oval,2008-11-17,12:30:00,Monday,17,11
Vista,CA,Light,2008-11-17,10:30:00,Monday,17,11
Alvin,TX,Other,2008-11-17,06:30:00,Monday,17,11
Chesterfield,VA,Oval,2008-11-17,06:15:00,Monday,17,11
Grahamsville,NY,Light,2008-11-17,04:00:00,Monday,17,11
Morongo Valley,CA,Light,2008-11-16,23:35:00,Sunday,16,11
Brockton,MA,Triangle,2008-11-16,23:00:00,Sunday,16,11
Los Angeles,CA,Circle,2008-11-16,21:20:00,Sunday,16,11
Kokomo,IN,Circle,2008-11-16,18:32:00,Sunday,16,11
Winston-Salem,NC,Light,2008-11-16,18:00:00,Sunday,16,11
Santa Rosa,CA,Fireball,2008-11-16,17:45:00,Sunday,16,11
Annapolis,MD,Disk,2008-11-16,14:20:00,Sunday,16,11
Park City,UT,Cigar,2008-11-16,14:10:00,Sunday,16,11
Atlantic City,NJ,Light,2008-11-16,02:30:00,Sunday,16,11
Bellefontaine,OH,Disk,2008-11-15,23:30:00,Saturday,15,11
San Francisco,CA,Rectangle,2008-11-15,23:27:00,Saturday,15,11
Coral Springs,FL,Other,2008-11-15,20:30:00,Saturday,15,11
Tacoma,WA,Light,2008-11-15,20:00:00,Saturday,15,11
Burleson,TX,Triangle,2008-11-15,20:00:00,Saturday,15,11
San Francisco,CA,Triangle,2008-11-15,19:55:00,Saturday,15,11
Seattle,WA,Fireball,2008-11-15,18:20:00,Saturday,15,11
Cape Coral,FL,Circle,2008-11-15,17:25:00,Saturday,15,11
Bellingham-Lummi,WA,Cigar,2008-11-15,17:20:00,Saturday,15,11
Reno,NV,Triangle,2008-11-15,17:00:00,Saturday,15,11
Hanford,CA,Disk,2008-11-15,17:00:00,Saturday,15,11
Madison,OH,Fireball,2008-11-15,14:20:00,Saturday,15,11
North Topsail Beach,NC,Light,2008-11-15,03:00:00,Saturday,15,11
Salt Lake City,UT,Light,2008-11-14,23:50:00,Friday,14,11
San Francisco,CA,Triangle,2008-11-14,23:41:00,Friday,14,11
Langdon,ND,Flash,2008-11-14,21:00:00,Friday,14,11
Anaheim,CA,Disk,2008-11-14,20:30:00,Friday,14,11
Clearwater,FL,Light,2008-11-14,20:00:00,Friday,14,11
Orchard Park,NY,Other,2008-11-14,18:30:00,Friday,14,11
El Paso (Fort Bliss),TX,Cigar,2008-11-14,10:00:00,Friday,14,11
Beaver,UT,Circle,2008-11-14,08:40:00,Friday,14,11
Latham/Watervliet,NY,Sphere,2008-11-14,04:28:00,Friday,14,11
Greeley,CO,Fireball,2008-11-13,23:00:00,Thursday,13,11
Shelton,WA,Oval,2008-11-13,21:20:00,Thursday,13,11
Lometa,TX,Disk,2008-11-13,20:00:00,Thursday,13,11
Portland,OR,Triangle,2008-11-13,19:00:00,Thursday,13,11
Oakland,IL,Fireball,2008-11-13,18:00:00,Thursday,13,11
Lake View (Paisley Mtns.),OR,Fireball,2008-11-13,16:00:00,Thursday,13,11
Springfield,MO,Other,2008-11-13,02:59:00,Thursday,13,11
Bloomfield Hills,MI,Cigar,2008-11-12,22:09:00,Wednesday,12,11
Worcester,MA,Other,2008-11-12,21:30:00,Wednesday,12,11
Wallingford,CT,Fireball,2008-11-12,21:30:00,Wednesday,12,11
Long Beach,CA,Sphere,2008-11-12,20:35:00,Wednesday,12,11
Davis,CA,Light,2008-11-12,19:30:00,Wednesday,12,11
York (Cape Neddick),ME,Circle,2008-11-12,19:00:00,Wednesday,12,11
Quail Valley,CA,Circle,2008-11-12,18:00:00,Wednesday,12,11
Randolph,MA,Cigar,2008-11-12,16:10:00,Wednesday,12,11
Hermosa Beach,CA,Oval,2008-11-12,10:30:00,Wednesday,12,11
Long Beach,CA,Fireball,2008-11-12,09:15:00,Wednesday,12,11
Bumpass,VA,Circle,2008-11-12,08:05:00,Wednesday,12,11
Los Angeles,CA,Disk,2008-11-12,05:30:00,Wednesday,12,11
Crescent,OR,Light,2008-11-11,23:30:00,Tuesday,11,11
San Jose,CA,Light,2008-11-11,23:26:00,Tuesday,11,11
Flower Mound,TX,Light,2008-11-11,19:37:00,Tuesday,11,11
Mesa,AZ,Triangle,2008-11-11,18:28:00,Tuesday,11,11
Arlington,TX,Sphere,2008-11-11,16:10:00,Tuesday,11,11
Murfreesboro,TN,Fireball,2008-11-10,22:52:00,Monday,10,11
Nashville,TN,Fireball,2008-11-10,22:40:00,Monday,10,11
Mission Viejo,CA,Other,2008-11-10,21:45:00,Monday,10,11
Mission Viejo,CA,Oval,2008-11-10,21:40:00,Monday,10,11
Burbank (outside of; near Pasco),WA,Changing,2008-11-10,21:00:00,Monday,10,11
Jackson,NJ,Light,2008-11-10,20:15:00,Monday,10,11
West Bend,WI,Other,2008-11-10,20:00:00,Monday,10,11
Oakland,TN,Fireball,2008-11-10,19:00:00,Monday,10,11
Murfreesboro,TN,Flash,2008-11-10,18:55:00,Monday,10,11
Pagosa Springs,CO,Light,2008-11-10,06:30:00,Monday,10,11
El Paso,TX,Disk,2008-11-10,06:30:00,Monday,10,11
Palm Springs,CA,Triangle,2008-11-10,01:53:00,Monday,10,11
Uniontown,OH,Changing,2008-11-10,00:30:00,Monday,10,11
Seattle,WA,Fireball,2008-11-09,22:03:00,Sunday,9,11
McDonough,GA,Other,2008-11-09,20:47:00,Sunday,9,11
Benton,LA,Light,2008-11-09,20:40:00,Sunday,9,11
Mesa,AZ,Circle,2008-11-09,20:30:00,Sunday,9,11
Columbia,SC,Triangle,2008-11-09,19:55:00,Sunday,9,11
North Richland Hills,TX,Disk,2008-11-09,19:10:00,Sunday,9,11
Norh Hollywood,CA,Fireball,2008-11-09,19:00:00,Sunday,9,11
Hamilton,KS,Light,2008-11-09,19:00:00,Sunday,9,11
Austin,TX,Other,2008-11-09,19:00:00,Sunday,9,11
Waverly,TN,Light,2008-11-09,18:20:00,Sunday,9,11
Ocean City,NJ,Circle,2008-11-09,17:30:00,Sunday,9,11
Westlake,LA,Sphere,2008-11-09,17:22:00,Sunday,9,11
Maplewood,NJ,Light,2008-11-09,05:45:00,Sunday,9,11
Wadsworth,OH,Disk,2008-11-08,00:00:00,Saturday,8,11
Tacoma,WA,Formation,2008-11-08,22:15:00,Saturday,8,11
Lexington,KY,Disk,2008-11-08,19:55:00,Saturday,8,11
Arvada,CO,Light,2008-11-08,19:30:00,Saturday,8,11
San Clemente,CA,Sphere,2008-11-08,19:00:00,Saturday,8,11
Phoenix,AZ,Sphere,2008-11-08,18:30:00,Saturday,8,11
Edmonds,WA,Light,2008-11-08,17:47:00,Saturday,8,11
San Clemente,CA,Sphere,2008-11-08,16:00:00,Saturday,8,11
Dana Point,CA,Circle,2008-11-08,14:00:00,Saturday,8,11
Wilmer,TX,Cigar,2008-11-08,12:00:00,Saturday,8,11
Crystal river,FL,Changing,2008-11-08,09:00:00,Saturday,8,11
Trabuco Canyon,CA,Cigar,2008-11-08,06:00:00,Saturday,8,11
Arcadia,CA,Sphere,2008-11-07,23:30:00,Friday,7,11
Bangor,ME,Fireball,2008-11-07,21:20:00,Friday,7,11
Faison,NC,Triangle,2008-11-07,19:35:00,Friday,7,11
Keller,TX,Light,2008-11-07,19:30:00,Friday,7,11
Cincinnati,OH,Fireball,2008-11-07,18:30:00,Friday,7,11
Mindelein,IL,Disk,2008-11-07,18:00:00,Friday,7,11
Orlando,FL,Light,2008-11-07,05:30:00,Friday,7,11
Sacramento,CA,Rectangle,2008-11-07,01:33:00,Friday,7,11
Colorado Springs,CO,Triangle,2008-11-06,21:30:00,Thursday,6,11
Modesto,CA,Triangle,2008-11-06,21:00:00,Thursday,6,11
Auxvasse,MO,Disk,2008-11-06,18:30:00,Thursday,6,11
Fayetteville,NC,Fireball,2008-11-06,18:00:00,Thursday,6,11
Tampa,FL,Changing,2008-11-06,15:30:00,Thursday,6,11
Edinburg,TX,Other,2008-11-06,11:00:00,Thursday,6,11
Webster,TX,Light,2008-11-06,05:40:00,Thursday,6,11
Throop,NY,Light,2008-11-06,00:30:00,Thursday,6,11
Greenville,SC,Triangle,2008-11-05,23:00:00,Wednesday,5,11
Deltona,FL,Other,2008-11-05,22:45:00,Wednesday,5,11
Foothill Ranch,CA,Flash,2008-11-05,00:30:00,Wednesday,5,11
San Diego,CA,Triangle,2008-11-04,23:00:00,Tuesday,4,11
Dublin,CA,Oval,2008-11-04,20:30:00,Tuesday,4,11
Duncan,OK,Light,2008-11-04,19:30:00,Tuesday,4,11
Oak Forest,IL,Triangle,2008-11-04,17:14:00,Tuesday,4,11
Columbus,OH,Sphere,2008-11-04,08:03:00,Tuesday,4,11
Jackson,TN,Triangle,2008-11-03,00:00:00,Monday,3,11
Fairview,AL,Sphere,2008-11-03,21:00:00,Monday,3,11
Batavia,OH,Light,2008-11-03,21:00:00,Monday,3,11
Fayetteville,AR,Rectangle,2008-11-03,20:05:00,Monday,3,11
Tucson,AZ,Triangle,2008-11-03,19:10:00,Monday,3,11
Louisville,KY,Light,2008-11-03,18:35:00,Monday,3,11
Golden,CO,Flash,2008-11-03,13:10:00,Monday,3,11
Tellico Plains,TN,Triangle,2008-11-03,02:02:00,Monday,3,11
Kings Mills,OH,Light,2008-11-03,01:00:00,Monday,3,11
Albuquerque,NM,Rectangle,2008-11-03,00:00:00,Monday,3,11
Roswell,GA,Light,2008-11-02,23:03:00,Sunday,2,11
Worth,IL,Light,2008-11-02,22:50:00,Sunday,2,11
Moses Lake,WA,Other,2008-11-02,21:00:00,Sunday,2,11
Waterbury,CT,Fireball,2008-11-02,20:51:00,Sunday,2,11
North Tonawanda,NY,Light,2008-11-02,20:00:00,Sunday,2,11
Belleville,IL,Triangle,2008-11-02,20:00:00,Sunday,2,11
Torrington,CT,Triangle,2008-11-02,18:50:00,Sunday,2,11
Laurinburg,NC,Oval,2008-11-02,18:15:00,Sunday,2,11
San Antonio,TX,Oval,2008-11-02,18:03:00,Sunday,2,11
Glenwood,NY,Light,2008-11-02,17:45:00,Sunday,2,11
Gregory,SD,Sphere,2008-11-02,16:30:00,Sunday,2,11
Marysville,CA,Light,2008-11-02,10:45:00,Sunday,2,11
Phoenix,AZ,Sphere,2008-11-02,08:27:00,Sunday,2,11
Abingdon,MD,Fireball,2008-11-02,02:15:00,Sunday,2,11
Port Hueneme,CA,Light,2008-11-02,01:40:00,Sunday,2,11
Greensboro,NC,Light,2008-11-02,01:00:00,Sunday,2,11
Clarksville,TN,Changing,2008-11-02,00:25:00,Sunday,2,11
Redding,CA,Sphere,2008-11-01,23:45:00,Saturday,1,11
Dandridge,TN,Rectangle,2008-11-01,23:00:00,Saturday,1,11
Palm Coast,FL,Triangle,2008-11-01,23:00:00,Saturday,1,11
Los Angeles,CA,Disk,2008-11-01,22:30:00,Saturday,1,11
Chattanooga,TN,Light,2008-11-01,22:00:00,Saturday,1,11
El Cajon,CA,Oval,2008-11-01,21:15:00,Saturday,1,11
St. George,UT,Triangle,2008-11-01,21:03:00,Saturday,1,11
Louisville,KY,Light,2008-11-01,21:00:00,Saturday,1,11
Springville,TN,Formation,2008-11-01,21:00:00,Saturday,1,11
Asheville,NC,Flash,2008-11-01,20:40:00,Saturday,1,11
HWY 21 (Monroe County),WI,Light,2008-11-01,20:00:00,Saturday,1,11
Indianapolis,IN,Triangle,2008-11-01,19:15:00,Saturday,1,11
Franklin,TN,Light,2008-11-01,19:00:00,Saturday,1,11
New York City (Staten Island),NY,Sphere,2008-11-01,19:00:00,Saturday,1,11
Kingwood,TX,Circle,2008-11-01,15:00:00,Saturday,1,11
Osceola,NE,Cigar,2008-11-01,10:05:00,Saturday,1,11
Richmond Hill,GA,Light,2008-11-01,03:15:00,Saturday,1,11
Winchester,VA,Oval,2008-11-01,02:00:00,Saturday,1,11
Milledgeville,GA,Oval,2008-11-01,02:00:00,Saturday,1,11
Cleveland,TN,Oval,2008-11-01,00:30:00,Saturday,1,11
Vermontville,MI,Light,2008-11-01,00:00:00,Saturday,1,11
Katy,TX,Light,2008-12-31,23:55:00,Wednesday,31,12
St. Louis,MO,Formation,2008-12-31,23:45:00,Wednesday,31,12
Fort Lauderdale,FL,Fireball,2008-12-31,21:30:00,Wednesday,31,12
Long Beach,CA,Formation,2008-12-31,21:00:00,Wednesday,31,12
Spring,TX,Light,2008-12-31,20:15:00,Wednesday,31,12
Warrensburg,MO,Disk,2008-12-31,18:00:00,Wednesday,31,12
Minneapolis,MN,Triangle,2008-12-31,16:35:00,Wednesday,31,12
Louisville,KY,Light,2008-12-31,16:30:00,Wednesday,31,12
Bremerton,WA,Circle,2008-12-31,14:30:00,Wednesday,31,12
Florida (southern),FL,Circle,2008-12-31,12:00:00,Wednesday,31,12
Ogden,UT,Sphere,2008-12-31,09:15:00,Wednesday,31,12
Los Angeles,CA,Light,2008-12-31,05:50:00,Wednesday,31,12
Sharpsville,IN,Other,2008-12-31,00:00:00,Wednesday,31,12
Starks,LA,Fireball,2008-12-31,00:00:00,Wednesday,31,12
Matagorda,TX,Other,2008-12-30,22:00:00,Tuesday,30,12
Saugus,CA,Triangle,2008-12-30,21:00:00,Tuesday,30,12
Saugus,CA,Triangle,2008-12-30,21:00:00,Tuesday,30,12
Black Mountain,NC,Light,2008-12-30,21:00:00,Tuesday,30,12
Florence,SC,Sphere,2008-12-30,20:30:00,Tuesday,30,12
Calistoga,CA,Disk,2008-12-30,14:29:00,Tuesday,30,12
Olathe,KS,Disk,2008-12-30,14:20:00,Tuesday,30,12
Pataskala,OH,Disk,2008-12-30,02:43:00,Tuesday,30,12
Aurora,CO,Triangle,2008-12-29,22:45:00,Monday,29,12
Revere,MA,Circle,2008-12-29,21:30:00,Monday,29,12
Poland,ME,Fireball,2008-12-29,21:29:00,Monday,29,12
Northport,NY,Light,2008-12-29,18:40:00,Monday,29,12
Beaverton,OR,Triangle,2008-12-29,18:05:00,Monday,29,12
Thomasville,NC,Other,2008-12-29,18:00:00,Monday,29,12
Asheboro,NC,Disk,2008-12-29,16:30:00,Monday,29,12
Tok (30 miles NW of),AK,Other,2008-12-29,15:10:00,Monday,29,12
Oxford,MA,Triangle,2008-12-29,07:50:00,Monday,29,12
Mt. Gilead,NC,Oval,2008-12-29,05:15:00,Monday,29,12
Montgomery County (location unspecified),PA,Oval,2008-12-29,02:12:00,Monday,29,12
Pinehurst,NC,Light,2008-12-29,01:15:00,Monday,29,12
Greeley,CO,Triangle,2008-12-29,00:30:00,Monday,29,12
Des Moines,IA,Light,2008-12-28,23:30:00,Sunday,28,12
Snohomish,WA,Light,2008-12-28,21:30:00,Sunday,28,12
Davie,FL,Sphere,2008-12-28,21:00:00,Sunday,28,12
Davie,FL,Sphere,2008-12-28,21:00:00,Sunday,28,12
Campbellsport,WI,Sphere,2008-12-28,19:30:00,Sunday,28,12
Langdon,IA,Triangle,2008-12-28,18:00:00,Sunday,28,12
Salina,KS,Circle,2008-12-28,15:00:00,Sunday,28,12
Peoria,IL,Other,2008-12-28,13:00:00,Sunday,28,12
Fort Fairfield,ME,Other,2008-12-28,05:30:00,Sunday,28,12
Iron Mountain,MI,Light,2008-12-28,01:00:00,Sunday,28,12
Fort Washington,MD,Disk,2008-12-27,22:30:00,Saturday,27,12
Ashville,OH,Light,2008-12-27,22:30:00,Saturday,27,12
Downey,CA,Other,2008-12-27,22:17:00,Saturday,27,12
Boca Raton,FL,Formation,2008-12-27,22:00:00,Saturday,27,12
Spring Hill,FL,Cigar,2008-12-27,20:15:00,Saturday,27,12
Wurtand,KY,Other,2008-12-27,19:30:00,Saturday,27,12
Newberry,NC,Light,2008-12-27,19:30:00,Saturday,27,12
Laguna Niguel,CA,Triangle,2008-12-27,19:00:00,Saturday,27,12
St. Cloud,MN,Triangle,2008-12-27,18:00:00,Saturday,27,12
Riverside,CA,Formation,2008-12-27,16:49:00,Saturday,27,12
Los Angeles,CA,Sphere,2008-12-27,15:00:00,Saturday,27,12
Hudson Falls,NY,Cigar,2008-12-27,13:19:00,Saturday,27,12
Winter Haven,FL,Circle,2008-12-26,20:30:00,Friday,26,12
Minden,NV,Changing,2008-12-26,19:52:00,Friday,26,12
South Burlington,VT,Light,2008-12-25,20:45:00,Thursday,25,12
Sarasota,FL,Fireball,2008-12-25,20:00:00,Thursday,25,12
Erie,CO,Circle,2008-12-25,19:45:00,Thursday,25,12
ZIP code 20876,MD,Other,2008-12-25,19:02:00,Thursday,25,12
Austin,TX,Disk,2008-12-25,18:00:00,Thursday,25,12
Woodlyn,PA,Circle,2008-12-25,11:00:00,Thursday,25,12
Bremerton,WA,Fireball,2008-12-25,05:55:00,Thursday,25,12
Bremerton,WA,Fireball,2008-12-25,05:54:00,Thursday,25,12
Melbourne,VT,Formation,2008-12-25,03:46:00,Thursday,25,12
Paintsville,KY,Fireball,2008-12-25,01:00:00,Thursday,25,12
Auburn Hills,MI,Flash,2008-12-24,22:10:00,Wednesday,24,12
Rochester,NY,Other,2008-12-24,20:01:00,Wednesday,24,12
Oklahoma City,OK,Light,2008-12-24,17:45:00,Wednesday,24,12
Inverness,FL,Circle,2008-12-24,09:30:00,Wednesday,24,12
Riverside,CA,Cigar,2008-12-24,07:18:00,Wednesday,24,12
Minneapolis,MN,Fireball,2008-12-24,01:40:00,Wednesday,24,12
Oakland,CA,Circle,2008-12-24,00:30:00,Wednesday,24,12
Kinnelon,NJ,Formation,2008-12-23,20:00:00,Tuesday,23,12
Vallejo/Napa,CA,Light,2008-12-23,18:30:00,Tuesday,23,12
Arvada,CO,Triangle,2008-12-23,12:00:00,Tuesday,23,12
San Jose,CA,Sphere,2008-12-23,09:00:00,Tuesday,23,12
Child/Elkton (Cecil County),MD,Oval,2008-12-22,00:00:00,Monday,22,12
White City,OR,Light,2008-12-22,21:00:00,Monday,22,12
Kona,HI,Light,2008-12-22,20:30:00,Monday,22,12
Huntington Beach,CA,Light,2008-12-22,18:45:00,Monday,22,12
Hammonton,NJ,Triangle,2008-12-22,17:15:00,Monday,22,12
Jackson,MI,Triangle,2008-12-22,17:00:00,Monday,22,12
Seattle,WA,Circle,2008-12-22,16:25:00,Monday,22,12
Marquette,MI,Fireball,2008-12-22,13:00:00,Monday,22,12
Oklahoma City,OK,Oval,2008-12-22,03:43:00,Monday,22,12
Citronelle,AL,Sphere,2008-12-21,19:30:00,Sunday,21,12
Jackson,MI,Triangle,2008-12-21,18:56:00,Sunday,21,12
Laramie/Wamsutter (between),WY,Flash,2008-12-21,17:00:00,Sunday,21,12
Cedar Park,TX,Light,2008-12-20,19:40:00,Saturday,20,12
Mesa,AZ,Fireball,2008-12-20,18:00:00,Saturday,20,12
San Antonio,TX,Rectangle,2008-12-20,17:00:00,Saturday,20,12
West Los Angeles,CA,Fireball,2008-12-20,16:55:00,Saturday,20,12
Los Angeles,CA,Fireball,2008-12-20,08:32:00,Saturday,20,12
Paris,TX,Other,2008-12-20,01:00:00,Saturday,20,12
Indian Rocks,FL,Formation,2008-12-19,21:30:00,Friday,19,12
Dade City,FL,Circle,2008-12-19,12:20:00,Friday,19,12
Highlands Ranch,CO,Triangle,2008-12-19,06:30:00,Friday,19,12
Heber Springs,AR,Light,2008-12-19,06:25:00,Friday,19,12
Phoenix,AZ,Other,2008-12-19,06:20:00,Friday,19,12
Miami,FL,Sphere,2008-12-19,05:49:00,Friday,19,12
Naples,FL,Other,2008-12-18,18:43:00,Thursday,18,12
Hancock,WI,Triangle,2008-12-18,18:00:00,Thursday,18,12
Wellington,FL,Sphere,2008-12-18,17:00:00,Thursday,18,12
North Palm Beach,FL,Formation,2008-12-18,17:00:00,Thursday,18,12
Fort Lauderdale,FL,Circle,2008-12-18,17:00:00,Thursday,18,12
Fort Lauderdale,FL,Fireball,2008-12-18,16:59:00,Thursday,18,12
Stuart,FL,Light,2008-12-18,16:55:00,Thursday,18,12
Coral Springs,FL,Circle,2008-12-18,16:53:00,Thursday,18,12
Riverside,CA,Sphere,2008-12-18,11:10:00,Thursday,18,12
Tucson,AZ,Light,2008-12-18,08:10:00,Thursday,18,12
Fort Lauderdale,FL,Circle,2008-12-18,04:55:00,Thursday,18,12
St. Petersburg,FL,Cigar,2008-12-17,00:00:00,Wednesday,17,12
Stamford,CT,Light,2008-12-17,23:00:00,Wednesday,17,12
Fresno,CA,Triangle,2008-12-17,21:00:00,Wednesday,17,12
Wautoma,WI,Triangle,2008-12-17,21:00:00,Wednesday,17,12
Madison,WI,Triangle,2008-12-17,18:00:00,Wednesday,17,12
Miami,FL,Triangle,2008-12-17,17:00:00,Wednesday,17,12
Marshall/Malta Bend,MO,Disk,2008-12-17,00:00:00,Wednesday,17,12
Nashua,NH,Changing,2008-12-16,22:00:00,Tuesday,16,12
Gilmer,TX,Light,2008-12-16,21:00:00,Tuesday,16,12
Grants Pass,OR,Triangle,2008-12-16,19:00:00,Tuesday,16,12
Bellevue,WA,Light,2008-12-16,18:45:00,Tuesday,16,12
Grants Pass,OR,Other,2008-12-16,17:50:00,Tuesday,16,12
Corvallis,OR,Fireball,2008-12-16,16:30:00,Tuesday,16,12
Middletown,NY,Triangle,2008-12-16,07:45:00,Tuesday,16,12
Chino,CA,Fireball,2008-12-16,07:13:00,Tuesday,16,12
Fuquay,NC,Triangle,2008-12-15,23:00:00,Monday,15,12
Windsor,MO,Light,2008-12-15,22:00:00,Monday,15,12
Portage,WI,Formation,2008-12-15,18:30:00,Monday,15,12
Ft. Lauderdale (near; in-flight),FL,Triangle,2008-12-15,16:30:00,Monday,15,12
Topeka,KS,Oval,2008-12-15,15:30:00,Monday,15,12
Baker (20 mi. outside of),CA,Rectangle,2008-12-15,01:00:00,Monday,15,12
Martinsburg,WV,Triangle,2008-12-14,20:30:00,Sunday,14,12
Lexington,KY,Light,2008-12-14,18:03:00,Sunday,14,12
Gainesville,VA,Disk,2008-12-14,13:00:00,Sunday,14,12
Plainview,NY,Cigar,2008-12-14,10:30:00,Sunday,14,12
Bethpage,NY,Cigar,2008-12-14,10:15:00,Sunday,14,12
Las Vegas,NV,Light,2008-12-14,05:00:00,Sunday,14,12
Anniston,AL,Light,2008-12-14,02:00:00,Sunday,14,12
Orem,UT,Light,2008-12-14,01:38:00,Sunday,14,12
Sherman Oaks,CA,Light,2008-12-13,23:50:00,Saturday,13,12
Long Beach,CA,Circle,2008-12-13,23:30:00,Saturday,13,12
Los Angeles,CA,Light,2008-12-13,23:30:00,Saturday,13,12
Orinda/El Sobrante,CA,Flash,2008-12-13,23:20:00,Saturday,13,12
San Francisco,CA,Light,2008-12-13,23:15:00,Saturday,13,12
Placentia,CA,Light,2008-12-13,20:30:00,Saturday,13,12
Marysville,KS,Disk,2008-12-13,18:05:00,Saturday,13,12
Spokane,WA,Light,2008-12-13,18:00:00,Saturday,13,12
Vinton,VA,Circle,2008-12-13,18:00:00,Saturday,13,12
